nom_centre,Lat,Lon,nitrite (mg/L),nitrate (mg/L)
Epinal,48.1747684,6.4503643,0.5159169621371087,35.70294682460512
Espace du Palais,49.44295925,1.0931119259110418,0.48279920546264243,42.16632133811058
Evreux Centre,49.0264428,1.146490613494368,0.676272240314182,30.933508944197442
FEYZIN STADE,45.66391695,4.845864941219528,1.6005168573071444,39.39452846750024
FRERES GONCOURT,45.1581218,1.5091504,0.4605718501178503,38.64720816464601
FROSSAY,47.2440022,-1.9341151,2.115417441923328,18.688442609821298
Faiencerie Creil,49.2564138,2.4656944,1.0586707778944746,39.03621716156413
Faverolles,49.22361,3.1763889,1.713847779322731,45.71918904154173
Fillé,47.8981489,0.1267769,2.279717177739708,35.25590721119981
Fléville,49.3053417,4.9705568,0.633537861521591,6.950429101814116
Fos Les Carabins,43.4614179,4.9337722,0.9994509856168289,6.193114691046944
Fos sur Mer,43.4380714,4.945595,1.4467970367553449,16.745894692875382
Frolois,48.5648297,6.1257761,0.14862703095620555,16.621719537428476
Fulbert,48.4464504,1.5067768,1.3100511039229432,11.427720462991896
Fécamp,49.7577729,0.374891,0.07169037557452307,24.274243306778146
GAILLARD,46.1838437,6.211169,0.12067653011131974,22.13373614290896
GAP COMMANDERIE,44.5565588,5.9804899,2.161416112403912,31.57306980787969
GAP JEAN JAURES,44.5523911,6.0717017,0.7906649436371784,66.68085136474741
GARDANNE,43.455613,5.4710661,0.3296694363315237,31.82126388482065
GASPARD,43.5677996,0.4494042,2.8311109267021815,35.68771604358493
GAUDONVILLE,43.8844054,0.8453236,2.50389523511235,26.437685635805092
GENNEVILLIERS,48.9254221,2.2940122,1.1600559097849548,56.95464622014107
GERLAND,47.0946959,5.0064809,0.3879007364878371,15.291773850172863
GONESSE,48.9863555,2.4500537,1.0583725093860807,36.96710046432531
GRAND PARC,-39.0830194,-67.58907542166597,1.164309839916489,24.78483232721206
GUEDOU,47.9811257,0.2420102,2.969554841126414,36.73177549234858
GUERET - Nicolas,47.0844076,-1.5580694,3.1585173503074744,11.28124809946933
Gambetta,48.8649327,2.3980541,0.13587945904962107,28.246081048353954
Gonfreville l Orcher,49.5039262,0.2338372,0.05924043787646305,58.97950389564126
Grand Coude,-21.2957791,55.6270669,0.669380306933909,20.882293991438786
Grand Fond,-21.0390254,55.2205185,1.2294074444518532,21.59015348375361
Grande-synthe,51.0134813,2.3029972,3.353162387458217,6.3804325664436305
Grenoble Boulevards,45.1807449,5.7206211,0.6857904852555063,38.59031378834134
Grenoble Les Frenes,44.8449687,5.7984311,2.525761846817887,44.22632873714149
HAUT BEAUJOLAIS,46.0397762,4.5923324,0.6879417334768774,33.85191458345897
HAYANGE-MARSPICH,49.337554,6.0809355,1.691572633457337,53.77859658211424
HYERES,43.1202573,6.1301614,1.891318406960742,0.4232557210840078
Haguenau-Place marché aux bestiaux,48.7647868,7.8641758,0.9739334019099497,21.65775737382851
Halluin stade,50.7740807,3.1290502,0.013021829932825413,19.368787397809253
Heming,48.6936221,6.9662495,0.02298824721988746,25.99151779325058
IFS Caen sud,49.1410553,-0.3327731298742289,0.26337454995297027,18.90937985339732
Istres,43.5139051,4.9884323,0.8360652552325449,11.624356878935913
JULES VERNE,47.2383293,-1.5315422,0.046312829160970126,39.591767770866454
Jardin Lecoq,45.7723193,3.0884817541879834,1.239945049215982,21.1141208406087
Jean d Aulan,49.22418,4.0246113,0.3722698078300838,27.870345684534158
Jonville en Woevre,49.0672948,5.7855218,2.6277433665576564,21.545224262571377
Joué lès Tours,47.3511161,0.6622353,1.835151282269888,11.153888317377753
Kalou,11.647222,42.369167,0.20959177279276997,49.96009643867219
Kawéni Nord,-12.7765031,45.2326622,2.1690431598421593,49.265174161519866
Kawéni Village,-12.77471045,45.221480428739056,1.4571207017848742,44.272774516673586
Kergoff,47.9931006,-2.993246,2.2520779893141767,42.6526792110174
LA CHAUVINIERE,48.7648649,-0.4969160106443521,1.3741309923621268,37.65773337282375
LA MEGRETAIS,47.3236688,-2.0357537,1.6109723493155537,37.84138612819657
LA SEYNE GENOUD,43.0966058,5.8743133,0.7251306951092132,15.015205536859979
LA TALAUDIERE,45.480478,4.4290257,0.5619884642770108,28.732025490259748
LA TARDIERE,46.6614352,-0.7323874,2.7950822392932704,32.75526249138761
LA TOUR,46.133611,6.431111,1.3280837722827663,33.30481426393795
LABASTIDE CEZERACQ,43.3773919,-0.5398765,0.18874045184027544,42.432056360441166
LACQ,43.4127204,-0.6200209,1.1934803556454168,18.35887822235427
LAGOR,43.3928431,-0.651936,0.631211725875664,7.242534080530312
LE PONTET,45.4934683,6.2282666,0.9668510059919948,5.716039469417844
LE TEMPLE,44.8808118,-0.9892995,1.4644460272024242,13.372600850764364
LEON BLUM,44.8117796,-0.5608233298064049,1.186823963367945,28.054617191771513
LES COUETS,49.1882987,-0.1120359,0.6136749033695563,23.173757921853294
LES ULIS,48.681708,2.1701573,0.8176684223300581,22.171321595056423
LIMOGES - Aine,45.8302486,1.254916890358171,4.319339277264009,35.93491513446252
LIMOGES - BERLAND,45.8421986,1.2599875212360394,1.3715522967045983,43.660467898252826
LOGNES,48.8384157,2.632722,1.385801523858891,26.875323245381217
LOURDES LAPACCA,43.0980477,-0.0449279,0.1556957973239974,20.840362064108902
LOVERCHY,45.8951031,6.1190253,1.1013127817732644,55.32843951204475
LYON Centre,45.7577749,4.8541262,1.6212756980860665,33.789179286667334
La Cerlangue,49.5071407,0.4148421,2.72590786934347,6.486156460631882
La Léchère,45.52627615,6.450393967516041,1.2610183079861401,39.54870778115937
Lamentin,16.2703423,-61.6303025,2.008021536658089,41.753096158864906
Le Havre Massillon,49.4989975,0.1431227,1.4665235184014072,1.8263933989488628
Le Havre ville-haute,49.5198322,0.1166053,0.20604548942824952,31.98979277330823
Le Puy-Causans,45.0386626,3.8865746,2.451127261147051,38.53004465679098
Leblanc,30.2388068,-91.0856589,1.1326218793709097,12.024554117521475
Lens Varsovie,50.39794885,2.9023407376012287,0.44507730623734976,25.22593411605537
Les Ancizes,45.9250147,2.8080693,1.9647615176668816,40.0074183809315
Les Couronneries,46.5900978,0.3564253,1.942349398890232,28.095304804076658
Ligne Paradis,-21.3032473,55.4601329,0.5521229662021745,46.719680055529864
Lille Leeds,50.6401618,3.0752634,0.7604776831605901,15.904871501572163
Lillebonne,49.5188282,0.534411,2.536589839062626,49.59588174777781
Lisieux,49.1460831,0.2255168,1.5098518234287286,10.150597544697764
Lorient Normandie,47.7573205,-3.3716757,2.599157127897586,14.76996977259188
Lunel Viel,43.677906,4.0902157,1.0743441816193404,36.8970733356614
Luneville,48.5916164,6.4919563,0.9415840672285832,27.26643311663469
Lyon Périphérique,45.7747955,4.898517,0.4324821308463985,26.92251670237195
MANOSQUE,43.8338026,5.7826657,0.28345310527897505,63.69838818081925
MANTES-LA-JOLIE,48.9891971,1.7140683,0.34371779164361693,28.209322837290266
MARMANDE,44.5007939,0.164274,0.7449447202860381,66.37668622134018
MARSEILLE 5 AVENUES,43.2987534,5.3982952,1.4928610487611662,50.20167770251541
MARSEILLE RABATAU,43.2763573,5.3973112,1.8270672375067178,50.21066077938269
MARSEILLE ST LOUIS,43.3409917,5.3611418,0.2973436062372906,45.08663339648821
MASLACQ,43.4407702,-0.6944335,1.339158646046899,0.4550210232327636
MAZAGRAN,47.2277108,6.0296688,1.5615270480111825,38.26837582339277
MELUN,48.539927,2.6608169,0.11965771684203819,65.05563343032861
MERIGNAC,44.8422361,-0.6469599,2.3346951200936243,55.68698580519791
MIRAMONT,43.3692815,1.4158823,1.3718544361295528,3.9790957463604713
MONT DE MARSAN,43.8911318,-0.500972,0.9902760888276592,55.37545343977358
MONTGAILLARD,43.1242256,0.1087538,1.5460531016082184,40.945928673979274
MONTGERON,48.7038873,2.4605107,0.8304536051315943,24.403267145822607
MOURENX,43.3708943,-0.6294321,0.7732127828172538,25.554933041850454
Macon Paul Bert,46.5611481,4.9111542,1.701736478001314,38.43864062128607
Malo-les-Bains,51.0466792,2.3984694,0.33430788318620586,9.628703078919397
Mardyck,51.0204446,2.2495576,1.0068320768112302,45.14838244698065
Marignane,43.4162729,5.2146275,0.9180886083259919,43.431011112548134
Marigny-les-usages,47.9571946,2.0145745,2.51949155511209,59.593789453746396
Martigues Laurons,43.355691,5.0296035,1.0611207670069356,42.692225086396284
Martigues Lavera,43.39284309999999,5.02576802823355,1.105619850471073,12.445161347445378
Maubeuge Joyeuse,50.279002,3.9764898,0.7149298100639797,33.19580870416229
Mesnil Esnard,49.4119899,1.1391732,1.205373470710938,34.47389627950693
Metz- Pont Grilles,49.1245668,6.1815989,2.169694241862373,29.28276124143947
Metz-Borny,49.1120144,6.2274663,0.22521658144355128,22.510665435025565
Metz-Centre,48.1174985,-1.6594521,0.6277357777556787,61.50446648387482
Montargis Fond,47.6869941,2.6589132,1.3854520116537383,61.94324275243723
Montauban,44.0175835,1.3549991,0.959425630352122,8.21522346629714
Montbéliard centre,47.51052775,6.801488595434501,0.4769781890351297,47.438982086431665
Montfaucon,48.957,3.42498,0.7087077070108674,33.77300069769956
Montferrand,44.75059,0.86582,0.848757691937109,33.307029598265785
Montierchaume,46.8639828,1.7716348,0.5810472182389341,34.72567088883989
Montluçon,46.3396952,2.6072057,0.38722854618218006,25.064022348916854
Montpellier Chaptal,43.6049854,3.8699732,0.5281689716322738,21.26910938874432
Montpellier Prés d'Arènes,43.5936317,3.8877518,0.8385257684033496,19.11438419982858
Montpellier St Denis,43.6055891,3.8739545,2.5017317290080543,28.34351780332395
Montpellier St Gely,43.6641908,3.8288617,1.0972137552992025,22.715408019214525
Morvan,47.0972134,4.081644216205483,0.9950174991551487,31.830391770322404
Moulins Centre,46.5619751,3.340639,0.06142018505574354,41.32762127797068
Mulhouse Est,47.7467233,7.3389937,0.42845042450688464,42.46874333975144
Mulhouse Nord,47.7621381,7.3192099,1.1902858633162683,34.91885889298882
Mulhouse Sud 2,47.5835429,7.5195486,1.527979371131765,38.64652937414735
Mulhouse-Briand,47.7488962,7.3258579,0.5549530011432311,32.17767358004336
NEUILLY-SUR-SEINE,48.884683,2.2695658,2.527413000617226,12.881122546553783
NICE ARSON,43.720496,7.253276957801768,0.7888673436493603,45.4667839233742
NICE OUEST BOTANIQUE,43.7150134,7.3253943,0.7791839933803459,2.0273138760758727
NICE PROMENADE,43.6859892,7.237476542487647,0.9400950763163448,41.63789620264637
NOGENT-SUR-MARNE,48.8388009,2.4917292,0.4059861287292661,10.486535862329664
NOVEL,46.3687798,6.7885646,0.4018711959329049,5.165936055325421
Nancy-Brabois 2,48.6559244,6.1581615,0.6396480659302057,36.53274812177336
Nancy-Charles III,48.6886542,6.181784,0.4989995497698577,32.904951629105945
Nancy-Libération,48.6765813,6.1570006,0.5238272775518387,21.077731522588657
Neuilly-Saint-Front,49.1708005,3.2631904,1.80163942489826,49.448402887862244
Neuves-Maisons,48.6155888,6.1035434,0.36994508181109265,48.82396067817179
Nevers,46.9876601,3.1577203,1.2529774335586545,55.74612966879578
Nimes Gauzy,43.833883,4.374406199574475,0.9862309229004989,29.002403586203062
Nimes La Calmette,43.927,4.26023,0.8659545037163978,25.44938327034479
Nimes Planas,43.8299847,4.3628207,0.23341101706844347,20.594004466550757
Niort Venise,46.3178395,-0.4929692,1.309071784828063,27.87212371229007
Noeux-les-Mines,50.4808898,2.6620888,2.2767707398185255,36.044998113550974
Nord-Est Alsace,49.1270425,6.145730980662984,0.1942319837737555,34.064007094824206
Obs Haute-Provence,43.1261942,5.9263867,0.30353088958617547,24.645910647038864
Ouistreham,49.2761243,-0.258479,1.7137011012492713,56.858592761831744
Outreau,50.7036916,1.5845684,0.05595347414697516,36.42720551282589
Oysonville,48.3926282,1.9584396,0.4976456604543146,47.55898201377822
PARC PAYSAGER,43.3689138,-0.6314395,0.22136048393883634,23.15004945087013
PARIS 12eme,48.84081555,2.3883690340400694,0.9002736278982744,22.91490285091167
PARIS 13eme,48.83257615,2.355868670899551,0.44870064975371715,17.214718585114596
PARIS 18eme,48.8920934,2.344449434832905,0.8084625407192421,28.63453152733082
PARIS 1er Les Halles,48.8624659,2.3460086,1.5697844650933392,22.22432126501466
PARIS 7eme,48.85728135,2.320402016899696,1.4829217044714809,19.12530706239373
PARIS Stade Lenglen,48.8473027,2.2464397980872697,1.288129525481874,4.883110769156172
PARSCAU DU PLESSIS,47.3173878,-2.0688617,2.35807153666988,24.093201672343014
PASSY,46.5412837,4.5343419,1.2016359386062503,0.4377207769090816
PASTEUR,48.8429314,2.3125908,1.284665655709247,22.387234731860637
PAU TOURASSE,43.3090008,-0.359329335061983,0.5816767519932347,31.035148000119467
PEILLON,43.7783963,7.3821208,2.271139928404528,25.026259198748832
PERIGUEUX,45.1909365,0.7184407,0.2430637615475003,12.213460142710165
PEYRUSSE,45.202708,3.0281935,1.8107023902712838,47.27646171797606
Paray le Fresil,46.6551,3.61149,0.7392889393047243,18.830579815865182
Pays du Mezenc,44.9837526,4.2260383,0.6704337417165136,5.717959456778161
Perpignan Les Carmes,42.696526250000005,2.900485763568922,0.006905378005618634,28.90928215407108
Perpignan St Esteve,42.7100287,2.8456715,0.13721597029463584,44.86129415204013
Perpignan bd Pyrénées,42.6962067,2.8883122,0.6465826276611453,37.51771182059106
Petit-Quevilly Sud 3,49.4266081,1.0506851,2.2793689863287243,3.0649461661000004
Place Victor Basch,45.75358675,4.847919296394144,1.477660112881936,31.27766447517128
Place de l'Opéra,48.8707519,2.3320122,1.5039531901992405,48.5958280320087
Plateau Caillou,-21.0259773,55.2677441,1.485918225546311,46.2677774862926
Plateau de Bonnevaux,45.460869,5.1808166,2.5229210357403127,29.600482781996913
Poitiers-Le Nain,46.5923092,0.3404574,2.8651540841802254,29.327078261032757
Pompidou,29.0630969,-110.9989772,0.14129403084649628,11.650861459399184
Pompignane,43.6125882,3.8949467,0.9428379557050732,27.76471066466896
Pont-à-Mousson,48.9025946,6.0547691,1.1334059013679485,51.60645475810653
Port Saint Louis,-51.53114355,-58.12815669468189,0.44588261749860914,39.89253781381711
Quai des Celestins,48.8529379,2.3588961,0.20103349146706884,13.785685687587392
Quillebeuf Phare,49.474055,0.5258266249999997,1.3166390029277044,27.6648925557622
Quimper Pommiers,47.9759763,-4.1219654,0.5414281430108556,46.733228256471975
Quimper Zola,47.9863873,-4.098542,1.743614643518875,44.40087345498967
RAMBOUILLET,48.6452851,1.819207,0.6812389325711673,31.03669343350124
RDT SAINT-LEU,-21.1408331,55.2849707,0.24303347052232271,34.320390451542565
REVIN,49.9421221,4.6374643,1.716845876548863,18.964261791175904
RIVE DE GIER,45.5288401,4.6187386,1.0436812278984484,21.94677213236828
RN2-PANTIN,48.8965023,2.4019804,0.06324761868308426,60.52315476437199
RN6-MELUN,48.7106305,2.581694663793104,0.4394400886235418,57.523740308824145
ROANNE,46.0345572,4.0729178,1.0659751698675235,11.035227727655663
ROCHES DE CONDRIEU,45.453,4.7682776,1.329425625438097,49.65353175939024
ROI RENE,43.5239105,5.4497236,0.22754194731150978,24.19432201687311
ROUSSILLON,45.3735991,4.8124049,1.8201178531513937,24.416374319551664
Rageade,45.1039726,3.2773335,1.5107982603562076,72.55196867101589
Rempart Perrier,49.0454843,3.958164,2.711638223213483,6.755395811796447
Rennes Laennec,48.1047536,-1.6671469,0.8682083407452498,36.170966686186325
Rennes Les Halles,48.107541,-1.6797758,0.28431387673915187,46.53086972660878
Rennes Pays-Bas,48.08965565,-1.6590672193541252,3.6315901579220435,32.49503326000857
Rennes St-Yves,48.11078,-1.6829153,0.33533150521529587,40.45796454853037
Robert Bourg,48.5075893,-4.6859792,0.4435352513322005,20.296043058308427
Rocade Sud Eybens,45.1606399,5.7520567,0.8612082838383341,36.87682574742878
Rodez,44.3513062,2.5727883,2.475228391403269,6.944121902805392
Rogerville Mairie,49.5036506,0.267169,2.398557622184601,64.44025911660813
Rognac les Brets,43.5101116,5.2191817,1.5416183726314658,23.774634370499065
Romans-sur-Isère,45.0458886,5.0528681,1.5138844665044753,36.981014530259614
Roubaix Serres,50.7028897,3.1797276,0.3763479713443876,53.26775156076582
Roye,49.6986186,2.7930755,0.9126302879076279,51.629432844252264
Rue Bonaparte,43.7007167,7.2827705,0.8917079033050863,13.767409351717749
SAINT ETIENNE SUD,-29.1458205,-51.1529959,0.8273442098249282,36.803412701690526
SAINT EXUPERY,44.626128,-0.1025077,1.0763957045966732,34.23909678963569
SAINT JEAN,43.6650391,1.5039252,0.9611597206234324,18.983192673689445
SAINT-CHAMOND,45.4748298,4.5098046,0.9446960799062499,25.785229352798865
SAINT-CROUTS,43.07047745,-0.1676602691838764,0.9689191063603252,58.037040414158675
SAINT-DENIS,48.935773,2.3580232,0.5314629489743463,41.86115225443591
SAINT-DENIS D'ANJOU,47.7909625,-0.4405136,2.3724086189308657,41.943056751332
SALON,45.01895,0.77178,0.9301112577138717,52.02691278058056
SAVENAY,47.3592304,-1.9421244,1.8758023363001972,41.655764222883604
